,ReceiptId,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReviewReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId
111,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,3,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
112,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,4,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
113,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,5,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
114,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,6,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
115,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,7,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
116,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,8,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
117,5ff3710b0a7214ada10005a7,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9.99,,9,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
118,5ff36d780a7214ada1000593,021000059232,,10,10,,1,,1.0,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
119,5ff371410a7214ada10005ba,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1,1,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800,,,,,,
120,5ff36c8b0a720f05230005a1,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1,1,,1,,1.0,,,,,,,,,5e825d64f221c312e698a62a,,,,,,,,,,,,,,,,,
121,5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,1,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
122,5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,2,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
123,5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,3,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
124,5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,4,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
125,5ff36c550a7214ada1000588,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,5,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
126,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,1,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
127,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,2,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
128,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,3,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
129,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,4,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
130,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,5,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
131,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,6,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
132,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,7,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
133,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,8,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
134,5ff36acb0a720f052300058d,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9.99,,9,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
135,5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,1,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
136,5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,2,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
137,5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,3,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
138,5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,4,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
139,5ff371450a7214ada10005bd,029000024748,NATURE TREE Walnuts 8oz,9.99,9.99,,5,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
140,5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
141,5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,2,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
142,5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,3,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
143,5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,4,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
144,5ff36d9d0a720f05230005aa,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,,5,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
145,5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
146,5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,2,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
147,5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,3,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
148,5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,4,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
149,5ff36c590a7214ada1000589,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,,5,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
150,5ff29be20a7214ada1000571,044000000745,-Cheddar,1.00,1.00,,1030,,1.0,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,KRAFT EASY CHEESE,SARGENTO RICOTTA CHEESE,1.00,,044000000745,,,,True,,,,,
151,5ff3416f0a7214ada1000576,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,,1.0,,,,,,,,,,,,,,,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,,,,,,,28.57,
152,5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,1,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
153,5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,2,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
154,5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,3,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
155,5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,4.55,4.55,,4,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
156,5ff36a830a7214ada100057b,021000057832,,1,1,,1,,1.0,,,,,,,,ANNIE'S HOMEGROWN MICROWAVABLE MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,
157,5ff36c570a720f0523000593,021000002917,,10,10,,1,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
158,5ff3713c0a7214ada10005b6,044700019917,OSCAR MAYER Lower Sodium Bacon 16 oz. Pack,10,10,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER BACON,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
159,5ff371130a7214ada10005aa,043000035818,"TASSIMO French Vanilla T-Discs, 80ct",0.99,0.99,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,GEVALIA KAFFE TASSIMO COFFEE DISCS,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800,,,,,,
160,5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,,1,,1.0,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,
161,5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,,2,,1.0,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,
162,5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,,3,,1.0,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,
163,5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,,4,,1.0,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,
164,5ff370f00a7214ada10005a3,070085046583,,9.99,9.99,,5,,1.0,,,,,,,,TOTINO'S PIZZA ROLLS 15 COUNT - 40 COUNT,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,True,,,,,
165,5ff371240a7214ada10005b3,044700073377,"OSCAR MAYER Jumbo Angus Beef Uncured Franks, 15.0 OZ",1,1,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800,,,,,,
166,5ff36c8d0a7214ada1000591,021000055920,,1,1,,1,,1.0,,,,,,,,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
167,5ff36ad40a7214ada1000585,021000051885,,0.99,0.99,,1,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
168,5ff36dcb0a7214ada10005a0,071040063102,,9.99,9.99,,1,,1.0,,,,,,,,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
169,5ff3416d0a7214ada1000575,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,28.57,,0,,1.0,,,,,,,,,,,,,,,28.57,"flipbelt level terrain waist pouch, neon yellow, large/32-35",,,,,,,,,28.57,
170,5ff4ce430a7214ada10005d8,4011,ITEM NOT FOUND,25.00,25.00,False,1,True,4.0,4011,True,25.00,4.0,,,,,,,,,,,,,,,,,,,,,,
171,5ff4ce400a7214ada10005d5,4011,ITEM NOT FOUND,27.00,27.00,False,1,True,5.0,4011,True,27.00,5.0,,,,,,,,,,,,,,,,,,,,,,
172,5ff4a4ca0a7214ada10005d0,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",22.97,22.97,,0,,1.0,,,,,,,,,,,,,,,22.97,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,,,,,,,22.97,
173,5ff4a4ca0a7214ada10005d0,,thindust summer face mask - sun protection neck gaiter for outdooractivities,11.99,11.99,,1,,1.0,,,,,,,,,,,,,,,11.99,thindust summer face mask - sun protection neck gaiter for outdooractivities,,,,,,,,,11.99,
174,5ff473de0a720f05230005bd,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,1,1,,1,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
175,5ff4ce8c0a7214ada10005e6,079400066619,SUAVE PROFESSIONALS MOISTURIZING SHAMPOO LIQUID PLASTIC BOTTLE RP 12.6 OZ - 0079400066612,1,1,False,1,True,1.0,079400066619,,,,,,5332f5f6e4b03c9a25efd0b4,SUAVE HAIR CARE,5332f5f6e4b03c9a25efd0b4,,080878042197,,,,,,,,10.0,800,True,,,,,
176,5ff4ce3d0a7214ada10005d3,4011,ITEM NOT FOUND,29.00,29.00,False,1,True,2.0,4011,True,29.00,2.0,,,,,,,,,,,,,,,,,,,,,,
177,5ff473b40a7214ada10005c5,043000012871,Crystal Light On-the-Go Raspberry Green Tea Drink Mix 10 ct Box,1,1,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,CRYSTAL LIGHT ON THE GO POWDERED DRINK MIX,559c2234e4b06aca36af13c6,,,,,,,,,,5.0,800,,,,,,
178,5ff473f30a720f05230005c0,043000077467,O THAT'S GOOD Baked Potato Soup 16 OZ,10,10,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,O THAT'S GOOD - SOUPS,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
179,5ff4ce3a0a7214ada10005d2,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,2.0,4011,True,21.00,2.0,,,,,,,,,,,,,,,,,,,,,,
180,5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
181,5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,2,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
182,5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,3,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
183,5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,4,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
184,5ff473a90a7214ada10005c2,043000008836,MAXWELL HOUSE International Cinnamon Dulce Cappuccino Cafe-Style Beverage Mix 9.1 oz. Tub,5,5,,5,,1.0,,,,,,,559c2234e4b06aca36af13c6,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,,,,,,,,,,25.0,800,,,,,,
185,5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
186,5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,2,,1.0,,,,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
187,5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,3,,1.0,,,,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
188,5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,4,,1.0,,,,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
189,5ff473b10a7214ada10005c4,021000068364,"JUST CRACK AN EGG Scramble Kit, Family Size Ultimate Scramble - 2 12oz trays",9.99,9.99,,5,,1.0,,,,,,,559c2234e4b06aca36af13c6,JUST CRACK AN EGG SCRAMBLE KIT - MULTIPACK,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
190,5ff475820a7214ada10005cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,5ff4ce550a7214ada10005db,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
192,5ff4ce550a7214ada10005db,1234,,,,True,2,True,,1234,True,,,USER_FLAGGED,,,,,,,,,,,,,,,,,,,,,
193,5ff4ce430a720f05230005c9,4011,ITEM NOT FOUND,29.00,29.00,False,1,True,1.0,4011,True,29.00,1.0,,,,,,,,,,,,,,,,,,,,,,
194,5ff473d40a7214ada10005c9,021000013869,,9.99,9.99,,1,,1.0,,,,,,,,SARGENTO SLICED NATURAL CHEESE 8OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
195,5ff4ce690a7214ada10005e2,075925306254,,1,1,,1,,1.0,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
196,5ff4ce690a7214ada10005e2,075925306254,,10.00,10.00,True,2,True,2.0,075925306254,True,10.00,2.0,USER_FLAGGED,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
197,5ff4ce690a7214ada10005e2,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,True,3,True,1.0,034100573065,True,1.00,1.0,USER_FLAGGED,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK 12OZ CAN,,,,,,,,,30.0,,,,,,,
198,5ff4ce690a7214ada10005e2,034100573065,MILLER LITE 24 PACK 12OZ CAN,1.00,1.00,True,4,True,1.0,034100573065,True,1.00,1.0,USER_FLAGGED,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK 12OZ CAN,,,,,,,,,30.0,,,,,,,
199,5ff4ce690a7214ada10005e2,,,,,True,5,True,,034100573065,True,1.00,1.0,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,,,,,,,,,,,
200,5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,1,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
201,5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,2,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
202,5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,3,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
203,5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,4,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
204,5ff473f60a7214ada10005ce,044700030479,OSCAR MAYER Deli Fresh Deli Fresh Brown Sugar Ham 8.00-oz,9.99,9.99,,5,,1.0,,,,,,,559c2234e4b06aca36af13c6,OSCAR MAYER LUNCH MEAT - DELI FRESH,559c2234e4b06aca36af13c6,,,,,,,,,,50.0,800,,,,,,
205,5ff473cf0a7214ada10005c8,041258081601,WYLER'S Instant Bouillon Powder - Chicken Flavor 2.00-oz,9.99,9.99,,1,,1.0,,,,,,,,,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,
206,5fa5ad370a720f05ef000089,075925306254,,1,1,False,1,,1.0,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,,,True,,,,,
207,5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,2,True,1.0,034100573065,True,29.00,1.0,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
208,5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,3,True,1.0,034100573065,True,29.00,1.0,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
209,5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,4,True,1.0,034100573065,True,29.00,1.0,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
210,5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,5,True,1.0,034100573065,True,29.00,1.0,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
211,5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,6,True,1.0,034100573065,True,29.00,1.0,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
212,5fa5ad370a720f05ef000089,034100573065,MILLER LITE 24 PACK 12OZ CAN,29.00,29.00,False,7,True,1.0,034100573065,True,29.00,1.0,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,,,870.0,77,,,,,,
